Ship_mode,Country,State,City,Division,Region,Product_Name,Sales,Units,Gross_profit,Cost,gross_margin,profit_per_unit,margin_category,profit_category
Second Class,United States,Kentucky,Richmond,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Virginia,Chesapeake,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.67,2.4,High Margin,High Profit
Standard Class,United States,California,Huntington Beach,Chocolate,Pacific,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67,2.4,High Margin,Loss Making
Standard Class,United States,Utah,Logan,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Utah,Logan,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,71.35,2.49,High Margin,High Profit
Standard Class,United States,California,Huntington Beach,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
First Class,United States,Illinois,Chicago,Other,Interior,Wonka Gum,2.5,2,1.3,1.2,52,0.65,High Margin,Loss Making
Standard Class,United States,Utah,Logan,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Standard Class,United States,Utah,Logan,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Utah,Logan,Chocolate,Pacific,Wonka Bar - Milk Chocolate,39,12,25.32,13.68,64.92,2.11,High Margin,High Profit
First Class,United States,Illinois,Chicago,Sugar,Interior,Fizzy Lifting Drinks,7.5,2,4.5,3,60,2.25,High Margin,Low Profit
Standard Class,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67,2.4,High Margin,Loss Making
Second Class,United States,North Carolina,Raleigh,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,New York,New York City,Other,Atlantic,Wonka Gum,5,4,2.6,2.4,52,0.65,High Margin,Loss Making
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Standard Class,United States,New York,New York City,Other,Atlantic,Kazookles,9.75,3,0.75,9,7.69,0.25,Low Margin,Loss Making
Standard Class,United States,Minnesota,Lakeville,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Mississippi,Jackson,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Same Day,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Minnesota,Lakeville,Chocolate,Interior,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67,2.4,High Margin,High Profit
Standard Class,United States,Minnesota,Lakeville,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,71.35,2.49,High Margin,High Profit
Standard Class,United States,Mississippi,Jackson,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Mississippi,Jackson,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Minnesota,Lakeville,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13,65.33,2.45,High Margin,High Profit
Standard Class,United States,Minnesota,Lakeville,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Standard Class,United States,New York,New York City,Other,Atlantic,Kazookles,13,4,1,12,7.69,0.25,Low Margin,Loss Making
Same Day,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67,2.4,High Margin,Loss Making
Same Day,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Other,Atlantic,Wonka Gum,8.75,7,4.55,4.2,52,0.65,High Margin,Low Profit
Standard Class,United States,Mississippi,Jackson,Other,Gulf,Lickable Wallpaper,80,4,40,40,50,10,High Margin,High Profit
Standard Class,United States,Mississippi,Jackson,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,36,10,24,12,66.67,2.4,High Margin,High Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,California,Burbank,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.67,2.4,High Margin,High Profit
Standard Class,United States,California,Burbank,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Standard Class,United States,California,Burbank,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Florida,Jacksonville,Sugar,Gulf,Laffy Taffy,11.94,6,7.44,4.5,62.31,1.24,High Margin,Low Profit
Standard Class,United States,Florida,Jacksonville,Sugar,Gulf,Fizzy Lifting Drinks,15,4,9,6,60,2.25,High Margin,High Profit
First Class,United States,Florida,Lakeland,Other,Gulf,Kazookles,9.75,3,0.75,9,7.69,0.25,Low Margin,Loss Making
First Class,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
First Class,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
First Class,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
First Class,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
First Class,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
First Class,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Tennessee,Knoxville,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Tennessee,Knoxville,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Ohio,Hamilton,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Ohio,Hamilton,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
Standard Class,United States,Tennessee,Knoxville,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,North Carolina,Asheville,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
Standard Class,United States,Virginia,Springfield,Other,Gulf,Kazookles,22.75,7,1.75,21,7.69,0.25,Low Margin,Loss Making
Standard Class,United States,Arizona,Tucson,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Same Day,United States,Indiana,Portage,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,North Carolina,Greensboro,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,North Carolina,Greensboro,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.67,2.4,High Margin,High Profit
Standard Class,United States,Arizona,Tucson,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
First Class,United States,Florida,Delray Beach,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67,2.4,High Margin,High Profit
Second Class,United States,California,Fresno,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.67,2.4,High Margin,High Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67,2.4,High Margin,High Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,Pomona,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67,2.4,High Margin,Loss Making
Standard Class,United States,Iowa,Des Moines,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,65.33,2.45,High Margin,High Profit
Standard Class,United States,Iowa,Des Moines,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New Mexico,Albuquerque,Other,Pacific,Wonka Gum,3.75,3,1.95,1.8,52,0.65,High Margin,Loss Making
Standard Class,United States,Texas,Plano,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
First Class,United States,Texas,Brownsville,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
First Class,United States,New York,New York City,Other,Atlantic,Lickable Wallpaper,100,5,50,50,50,10,High Margin,High Profit
Standard Class,United States,New York,Long Beach,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
First Class,United States,Texas,Brownsville,Chocolate,Interior,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Minnesota,Apple Valley,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
First Class,United States,Texas,Brownsville,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Same Day,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.67,2.4,High Margin,High Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Same Day,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Florida,Miami,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Same Day,United States,Florida,Tampa,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Same Day,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,California,Vallejo,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Massachusetts,Revere,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,Vallejo,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Massachusetts,Revere,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Standard Class,United States,Virginia,Virginia Beach,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Georgia,Athens,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Second Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Second Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,Georgia,Athens,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Georgia,Athens,Chocolate,Gulf,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
First Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
Standard Class,United States,Louisiana,Lafayette,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Louisiana,Lafayette,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Louisiana,Lafayette,Other,Gulf,Wonka Gum,6.25,5,3.25,3,52,0.65,High Margin,Loss Making
Standard Class,United States,Louisiana,Lafayette,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Second Class,United States,Virginia,Alexandria,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44,2.5,High Margin,High Profit
Second Class,United States,Michigan,Dearborn Heights,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,Michigan,Dearborn Heights,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Second Class,United States,Virginia,Alexandria,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33,2.45,High Margin,High Profit
Standard Class,United States,Kentucky,Richmond,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33,2.45,High Margin,High Profit
Second Class,United States,Michigan,Dearborn Heights,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
Second Class,United States,Virginia,Alexandria,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Second Class,United States,Michigan,Dearborn Heights,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,71.35,2.49,High Margin,High Profit
First Class,United States,Illinois,Decatur,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
